Marital status;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Gender;Scholarship holder;Age at enrollment;Target
1;26;38;3;9;3;0;0;20;Dropout
1;1;3;1;4;1;1;0;18;Dropout
1;1;34;34;0;0;1;0;31;Graduate
1;1;1;1;9;9;1;1;18;Graduate
1;1;19;1;4;4;1;0;22;Dropout
1;1;19;19;9;5;1;0;38;Dropout
1;1;3;1;2;9;1;0;33;Dropout
1;1;1;1;3;5;1;1;19;Enrolled
1;1;3;3;1;1;1;0;18;Dropout
1;1;1;19;4;7;1;1;18;Enrolled
1;1;1;1;5;3;1;0;27;Graduate
1;1;37;37;9;9;1;0;26;Graduate
1;1;1;19;3;3;0;1;19;Graduate
2;1;37;37;5;5;1;0;44;Dropout
1;1;37;38;9;9;1;0;19;Graduate
1;1;1;37;4;7;1;0;20;Dropout
1;1;19;37;1;1;1;0;24;Enrolled
4;1;37;37;6;6;0;0;31;Graduate
1;1;37;37;9;9;0;0;25;Graduate
1;1;2;37;9;9;0;0;19;Dropout
1;1;3;2;3;3;0;0;18;Dropout
1;1;19;38;4;9;0;0;19;Enrolled
1;1;3;1;4;3;0;1;19;Enrolled
1;1;1;38;4;5;0;0;19;Enrolled
1;1;1;1;4;4;0;0;24;Dropout
1;1;3;3;3;3;0;0;20;Graduate
1;1;19;37;5;3;0;0;18;Graduate
1;1;38;1;5;7;0;1;18;Graduate
1;1;1;38;4;9;0;0;21;Enrolled
1;1;37;37;4;5;0;0;28;Dropout
1;1;38;37;5;6;0;1;18;Enrolled
1;1;37;19;9;8;0;0;18;Dropout
1;1;1;1;4;4;0;1;18;Graduate
1;1;37;19;9;8;0;1;18;Graduate
1;1;19;19;9;9;0;1;19;Dropout
1;1;19;38;3;9;0;1;19;Graduate
1;1;38;38;191;192;0;1;20;Graduate
2;1;37;19;9;3;0;0;34;Graduate
2;1;37;37;9;9;0;0;39;Enrolled
1;1;3;19;2;5;0;0;19;Graduate
1;1;1;19;4;4;0;0;24;Graduate
1;22;38;37;0;5;0;0;18;Dropout
1;1;19;19;3;10;1;0;19;Dropout
1;1;1;38;3;6;1;1;18;Graduate
1;1;3;1;3;3;1;0;20;Enrolled
1;1;1;1;9;9;1;0;19;Graduate
1;1;3;19;2;4;1;0;19;Dropout
1;1;37;3;5;2;1;0;19;Dropout
2;1;36;14;9;10;1;0;41;Dropout
1;1;5;5;2;2;1;0;19;Graduate
1;1;3;3;2;2;1;0;19;Enrolled
1;1;1;1;7;10;1;0;23;Dropout
1;1;19;38;9;7;1;0;18;Dropout
1;1;3;19;3;3;1;0;19;Graduate
1;1;3;3;2;10;1;0;20;Graduate
1;1;37;37;90;90;1;0;35;Dropout
4;1;19;1;90;90;1;0;34;Dropout
1;1;3;3;9;9;0;1;19;Graduate
1;26;19;1;9;9;1;0;22;Graduate
1;1;1;4;4;2;1;0;20;Graduate
2;1;3;2;2;2;1;0;27;Enrolled
2;1;19;19;0;5;1;0;30;Dropout
1;1;1;1;4;4;1;0;34;Enrolled
1;1;1;1;5;4;1;0;20;Dropout
1;1;37;38;9;5;1;0;18;Graduate
1;1;9;19;4;4;1;1;26;Dropout
1;1;1;1;3;7;1;0;26;Graduate
1;1;19;19;5;9;1;0;26;Dropout
1;1;37;37;9;6;1;0;31;Dropout
1;1;37;19;9;8;1;1;20;Graduate
1;1;19;11;0;0;1;0;19;Graduate
1;1;34;3;7;2;1;0;23;Dropout
1;1;1;1;4;4;1;1;20;Dropout
1;1;1;1;4;10;1;0;20;Graduate
1;1;34;34;0;0;1;0;29;Dropout
1;1;19;19;7;7;1;1;20;Graduate
1;1;37;37;9;9;1;0;24;Graduate
1;1;42;1;3;7;1;0;37;Dropout
1;1;37;19;4;4;1;0;18;Dropout
1;1;2;19;5;5;1;1;18;Dropout
1;1;19;3;4;9;1;0;18;Graduate
2;1;37;37;9;9;1;0;41;Enrolled
1;1;37;37;9;4;1;0;35;Dropout
1;1;19;38;9;9;0;0;19;Dropout
1;1;1;19;10;5;1;0;18;Graduate
2;1;37;37;191;172;0;0;48;Enrolled
1;1;19;2;9;3;0;0;19;Graduate
1;1;37;37;9;7;1;0;30;Dropout
2;1;37;37;5;0;1;0;51;Dropout
1;22;2;19;2;8;0;0;18;Graduate
1;1;1;1;9;3;0;0;18;Graduate
1;1;40;43;4;4;0;0;18;Graduate
1;1;38;37;7;7;0;1;18;Graduate
1;1;2;22;4;3;0;0;18;Dropout
1;1;2;3;4;8;0;0;18;Enrolled
1;1;1;1;4;3;0;0;23;Graduate
1;1;19;19;7;9;0;0;19;Enrolled
1;1;19;37;8;8;0;0;21;Enrolled
1;1;3;3;2;2;0;0;18;Dropout
1;1;12;12;4;1;0;0;18;Graduate
1;1;3;1;2;8;0;0;21;Graduate
1;1;1;37;3;0;0;0;20;Graduate
1;1;1;9;4;4;0;0;24;Graduate
1;1;1;1;4;4;0;0;18;Graduate
1;1;19;1;4;10;0;0;18;Graduate
1;1;19;1;7;9;0;0;19;Graduate
1;1;1;37;4;8;0;1;20;Graduate
1;1;4;12;5;9;0;0;18;Graduate
1;1;19;1;9;10;0;0;18;Graduate
1;1;2;19;3;9;0;0;19;Enrolled
1;1;3;3;2;2;0;0;19;Graduate
1;1;3;19;4;5;0;0;18;Graduate
1;1;37;37;5;7;0;0;20;Graduate
1;1;38;1;9;3;0;0;18;Graduate
2;1;19;37;3;3;0;0;18;Dropout
1;1;12;12;9;4;0;0;18;Graduate
1;1;1;37;4;8;0;0;18;Graduate
1;1;19;38;5;8;0;1;18;Graduate
1;1;19;38;9;10;0;0;20;Graduate
1;1;19;37;9;9;0;1;22;Graduate
1;1;19;19;1;1;0;0;20;Enrolled
1;1;1;1;3;7;0;0;20;Enrolled
1;1;37;38;9;8;0;0;18;Graduate
1;1;19;1;9;1;0;0;18;Enrolled
1;1;37;38;5;1;0;0;18;Graduate
1;1;1;38;4;7;0;1;18;Dropout
1;1;1;1;4;10;0;0;19;Graduate
1;1;38;19;9;4;0;1;19;Graduate
1;1;19;19;9;9;0;1;18;Graduate
1;1;38;38;9;5;0;1;18;Enrolled
1;1;1;1;9;9;0;1;18;Graduate
1;1;19;1;1;1;0;0;18;Graduate
1;1;38;38;5;7;0;0;19;Graduate
1;1;19;19;3;3;0;0;18;Graduate
1;1;19;37;9;4;0;1;25;Graduate
1;1;19;38;9;9;0;1;19;Graduate
1;1;1;38;3;3;0;0;18;Graduate
1;1;4;1;2;10;0;0;19;Graduate
2;1;19;38;4;5;0;0;18;Graduate
1;1;19;19;4;10;0;0;24;Dropout
1;1;3;3;3;4;0;0;21;Graduate
1;1;1;1;9;4;0;1;18;Graduate
1;1;38;38;9;6;0;0;18;Graduate
2;1;12;19;9;9;0;1;20;Graduate
1;1;4;19;3;5;0;0;19;Graduate
1;1;1;19;4;7;0;1;19;Dropout
1;1;37;37;9;9;0;0;30;Graduate
1;1;19;38;5;3;0;0;18;Graduate
1;1;1;19;4;10;0;0;18;Graduate
1;1;38;38;9;9;0;1;18;Graduate
1;1;38;37;5;5;0;0;20;Graduate
1;1;38;38;4;7;0;0;19;Dropout
1;1;19;19;9;9;0;0;19;Dropout
1;1;19;37;7;7;0;0;19;Dropout
1;1;1;38;5;6;0;1;18;Graduate
1;1;3;19;2;3;0;0;17;Enrolled
1;1;19;38;4;0;0;0;19;Graduate
1;1;19;1;4;5;0;0;18;Enrolled
1;1;37;37;4;4;0;0;25;Graduate
1;1;12;38;4;9;0;0;19;Dropout
1;1;19;1;9;9;0;0;24;Enrolled
1;1;1;1;4;9;0;1;19;Graduate
1;1;19;1;9;4;0;1;20;Enrolled
1;1;1;1;5;4;0;1;20;Graduate
1;1;1;1;4;4;0;1;20;Graduate
1;1;1;3;4;1;0;0;19;Graduate
1;1;3;1;2;4;0;0;31;Graduate
1;1;1;19;3;4;0;0;20;Graduate
1;1;3;2;4;3;0;0;18;Enrolled
1;1;1;1;3;4;0;0;18;Enrolled
1;1;1;2;4;7;0;0;18;Graduate
1;1;19;3;5;2;0;0;20;Enrolled
1;1;2;19;2;4;0;1;20;Graduate
1;1;19;19;5;4;0;1;19;Dropout
1;1;19;19;4;6;0;1;21;Graduate
1;1;1;12;3;10;0;0;18;Graduate
1;1;1;1;4;4;0;0;21;Dropout
1;1;19;19;3;3;0;0;19;Enrolled
1;1;1;19;191;102;0;0;20;Graduate
1;1;1;2;3;3;0;0;20;Enrolled
1;1;12;1;9;9;0;1;18;Graduate
1;1;19;19;9;9;0;1;18;Graduate
1;1;19;19;7;7;0;1;18;Graduate
1;1;38;37;6;6;0;1;21;Graduate
1;1;38;19;5;8;0;0;18;Graduate
1;1;19;1;5;5;0;1;18;Graduate
1;1;37;37;9;7;0;1;20;Graduate
2;1;37;37;9;9;0;1;32;Graduate
2;1;37;37;9;10;0;0;34;Enrolled
1;1;19;37;3;3;0;1;23;Graduate
1;1;4;1;4;10;0;0;18;Enrolled
1;1;37;19;5;5;0;0;18;Graduate
1;1;37;37;9;9;0;0;34;Dropout
1;100;1;1;4;7;0;0;25;Enrolled
1;1;37;38;193;181;0;0;21;Graduate
1;1;19;9;0;0;0;1;20;Dropout
1;1;30;19;0;2;0;0;18;Graduate
1;1;3;37;4;8;0;0;18;Graduate
1;1;37;37;9;9;0;0;18;Graduate
1;1;37;38;4;7;0;0;24;Dropout
1;1;19;19;9;7;0;0;32;Graduate
1;1;1;1;9;6;0;0;24;Dropout
1;1;38;37;9;5;0;1;18;Dropout
1;1;38;38;9;9;0;0;28;Graduate
1;1;19;38;4;8;0;1;18;Dropout
1;1;34;34;0;0;0;0;24;Dropout
1;1;1;37;4;10;0;0;19;Graduate
2;1;37;37;9;8;0;0;44;Graduate
1;1;37;37;9;2;0;1;18;Graduate
1;1;37;37;9;7;0;0;18;Graduate
1;1;1;1;90;90;0;0;22;Dropout
1;1;37;37;9;5;0;1;18;Graduate
2;1;37;37;9;4;0;0;44;Graduate
5;1;38;1;5;3;0;0;33;Dropout
2;1;37;37;9;9;0;0;32;Dropout
2;1;19;19;4;4;0;0;35;Dropout
1;1;19;19;6;6;0;0;20;Graduate
1;1;3;1;6;6;0;0;24;Graduate
1;1;38;1;9;10;0;0;19;Graduate
1;1;19;19;5;5;0;0;21;Enrolled
1;1;1;1;4;9;1;1;19;Graduate
1;1;19;1;9;5;1;0;27;Dropout
1;1;19;1;9;4;0;0;30;Dropout
1;1;38;38;9;9;1;0;21;Dropout
1;1;1;12;5;8;1;0;19;Graduate
2;1;37;37;9;10;0;0;34;Enrolled
1;1;4;19;4;10;1;0;18;Graduate
1;1;3;2;3;3;1;0;21;Graduate
1;1;3;39;1;3;1;0;17;Enrolled
1;1;19;37;4;9;0;1;19;Graduate
1;1;37;38;9;6;1;0;18;Graduate
1;1;19;19;9;10;0;0;19;Graduate
4;1;38;37;9;9;0;0;45;Dropout
1;1;19;37;9;6;0;0;26;Graduate
2;1;37;37;9;9;1;0;51;Dropout
2;1;37;37;6;6;1;1;49;Graduate
1;1;3;19;2;8;1;0;22;Enrolled
1;1;1;37;5;9;1;0;22;Dropout
2;1;3;3;1;1;0;0;33;Dropout
1;22;37;37;9;9;0;0;20;Graduate
1;1;38;19;7;7;0;1;18;Graduate
1;1;38;37;9;9;0;0;20;Dropout
2;41;38;37;4;6;0;0;37;Graduate
1;2;37;1;9;3;1;0;18;Graduate
1;1;1;19;9;9;0;0;19;Graduate
1;1;1;19;3;3;0;0;21;Graduate
1;1;19;1;9;1;0;0;20;Graduate
1;1;37;1;7;7;0;0;19;Dropout
1;1;38;19;7;7;0;0;20;Dropout
1;1;3;1;2;5;0;0;18;Graduate
1;1;1;19;9;7;0;0;19;Graduate
1;1;37;38;9;3;0;0;18;Graduate
1;1;38;38;7;7;0;1;18;Graduate
1;1;1;19;4;5;0;0;18;Dropout
1;1;1;38;3;9;0;0;19;Enrolled
1;1;1;19;4;5;0;1;18;Graduate
1;41;37;19;9;8;0;1;19;Graduate
1;1;1;19;9;7;0;1;24;Graduate
1;1;37;37;9;9;0;0;20;Enrolled
1;1;1;19;5;7;0;1;21;Graduate
1;1;38;37;4;10;0;0;20;Dropout
1;1;19;37;3;9;0;1;19;Graduate
1;1;19;19;9;8;0;1;19;Graduate
1;1;1;1;9;9;0;0;18;Graduate
1;1;38;38;4;7;0;0;19;Graduate
1;1;38;19;9;9;0;0;21;Graduate
1;1;1;38;9;8;0;1;19;Graduate
1;1;19;1;7;10;0;1;18;Graduate
1;1;4;1;4;4;0;1;17;Graduate
1;1;19;38;4;10;0;0;19;Enrolled
1;1;37;1;9;7;1;0;23;Dropout
1;1;1;37;1;10;0;0;19;Graduate
1;1;19;3;9;4;0;0;18;Graduate
1;1;38;38;5;9;0;0;20;Graduate
1;1;1;19;9;9;0;1;19;Graduate
1;1;19;38;3;9;0;1;18;Graduate
1;1;37;37;9;4;0;1;19;Graduate
1;1;38;1;4;10;0;0;19;Graduate
1;1;19;37;4;8;0;0;18;Graduate
1;1;3;3;3;6;0;0;18;Graduate
1;1;38;38;7;7;0;1;19;Graduate
1;1;38;37;9;9;0;1;19;Graduate
1;1;4;4;2;1;0;0;19;Graduate
1;1;37;37;9;8;0;0;21;Graduate
1;1;3;1;2;3;0;0;18;Graduate
1;1;19;37;9;9;0;1;19;Graduate
1;1;19;37;99;90;0;0;18;Dropout
1;1;1;1;4;4;0;0;30;Dropout
1;1;3;2;3;6;0;0;18;Dropout
1;1;19;19;4;8;0;1;20;Graduate
1;1;1;1;4;7;0;0;25;Dropout
1;1;38;37;5;7;0;0;18;Graduate
5;1;19;19;4;7;0;0;21;Enrolled
1;1;5;4;2;1;0;0;18;Graduate
1;1;37;37;9;9;0;0;18;Graduate
1;1;3;3;2;2;0;0;29;Dropout
1;1;3;3;2;2;0;0;20;Graduate
1;1;3;1;4;4;0;0;26;Dropout
1;1;38;1;7;7;0;0;21;Graduate
1;1;37;19;5;5;0;1;19;Graduate
1;1;19;19;5;5;0;0;19;Dropout
1;1;38;38;9;5;0;0;21;Enrolled
1;1;1;1;4;3;0;0;20;Graduate
1;1;37;37;9;8;0;1;18;Graduate
1;1;34;19;3;0;0;0;20;Dropout
1;1;19;38;9;9;0;1;20;Graduate
1;1;19;19;4;7;0;1;18;Enrolled
1;1;1;1;3;3;0;0;18;Enrolled
1;1;37;37;9;9;0;0;18;Graduate
1;1;2;19;2;9;0;0;18;Enrolled
1;1;3;3;2;2;0;0;22;Graduate
1;1;1;19;4;1;0;0;19;Enrolled
1;1;19;1;9;2;0;1;19;Graduate
1;1;19;19;9;9;0;0;18;Graduate
1;1;38;38;175;183;0;0;20;Graduate
1;1;38;37;5;5;0;0;18;Dropout
1;1;1;19;5;5;0;0;21;Dropout
1;1;1;19;4;4;0;0;19;Graduate
1;1;38;38;9;9;0;0;18;Dropout
1;11;12;12;90;4;0;0;18;Graduate
1;1;1;1;6;7;0;0;18;Enrolled
1;1;19;19;4;9;0;1;21;Dropout
1;1;1;38;5;5;0;0;19;Graduate
1;1;37;37;9;7;0;1;19;Graduate
1;1;1;19;4;10;0;0;19;Dropout
1;1;5;3;3;3;0;0;18;Graduate
1;1;38;38;9;9;0;1;19;Dropout
1;1;38;1;5;7;0;1;20;Dropout
1;1;18;18;1;1;0;0;18;Dropout
1;1;19;19;8;8;0;1;19;Dropout
1;1;19;1;5;7;0;0;18;Graduate
1;1;19;37;3;7;0;0;18;Enrolled
1;1;1;37;5;7;0;1;19;Graduate
1;1;19;37;4;5;0;0;20;Graduate
1;1;1;1;4;5;0;1;19;Graduate
1;1;19;38;1;1;0;0;18;Graduate
1;1;19;1;4;1;0;0;25;Dropout
1;1;37;37;9;9;0;0;18;Graduate
1;1;38;19;9;9;0;0;19;Graduate
1;1;19;38;4;8;0;1;19;Graduate
1;1;19;19;5;8;0;1;20;Dropout
1;1;1;1;5;4;0;0;18;Enrolled
1;1;38;37;4;9;0;0;20;Graduate
1;1;1;1;9;9;0;0;21;Graduate
1;1;3;1;2;3;0;0;19;Graduate
2;1;37;37;7;9;0;0;42;Graduate
1;1;3;3;2;2;0;0;18;Enrolled
1;1;37;37;9;6;0;1;19;Graduate
1;1;38;19;9;5;0;0;18;Graduate
1;1;19;19;4;5;0;0;21;Graduate
1;1;38;37;5;5;0;1;20;Graduate
1;1;1;19;3;3;0;0;20;Graduate
1;1;3;1;2;9;0;0;21;Enrolled
1;1;38;37;7;7;0;0;19;Graduate
1;1;1;19;4;9;0;0;21;Graduate
1;1;38;19;151;193;0;0;19;Graduate
1;1;19;19;9;9;0;1;19;Graduate
1;1;1;1;4;1;0;0;18;Enrolled
1;1;37;19;9;10;0;0;22;Graduate
1;1;3;1;3;5;0;0;21;Graduate
1;1;37;37;5;8;0;1;18;Dropout
1;1;1;3;1;2;0;1;20;Graduate
1;1;34;37;0;0;0;0;18;Dropout
1;1;19;37;7;9;0;0;20;Dropout
1;1;1;1;3;3;0;0;23;Graduate
1;1;1;1;3;3;0;0;18;Graduate
1;1;1;1;9;3;0;0;20;Graduate
1;1;38;37;5;9;0;1;18;Graduate
1;1;38;38;9;9;0;0;20;Graduate
1;1;1;3;3;2;0;0;18;Graduate
1;1;3;3;2;1;0;0;20;Graduate
1;1;1;1;5;8;0;0;19;Graduate
1;1;1;19;4;4;0;0;21;Graduate
2;1;37;1;9;7;0;0;33;Graduate
1;1;12;2;4;2;0;0;24;Dropout
1;1;1;38;4;3;0;1;20;Graduate
1;1;19;38;9;1;0;0;18;Graduate
1;1;1;1;7;3;0;0;18;Graduate
1;1;34;34;0;0;0;0;29;Dropout
1;1;1;1;5;5;0;0;18;Graduate
1;1;38;37;5;5;0;0;19;Graduate
1;1;38;38;7;7;0;0;19;Dropout
1;1;19;19;5;4;0;1;18;Graduate
1;1;19;19;7;7;0;1;19;Graduate
1;1;37;19;9;3;0;0;20;Dropout
1;1;2;1;3;4;0;0;19;Enrolled
1;1;19;19;7;5;0;1;19;Graduate
1;1;19;37;4;4;0;1;18;Enrolled
1;1;19;38;5;7;0;1;18;Graduate
1;1;3;1;2;3;0;1;19;Graduate
1;1;1;1;5;5;1;0;20;Dropout
1;1;37;37;9;6;1;1;18;Enrolled
1;1;4;19;2;3;1;0;18;Dropout
1;1;3;1;2;4;1;0;35;Dropout
1;1;19;38;9;7;1;0;18;Enrolled
1;1;37;19;5;8;1;1;19;Graduate
1;1;38;19;4;7;1;1;19;Enrolled
1;1;1;38;5;7;1;0;20;Enrolled
1;1;1;1;4;7;1;0;19;Enrolled
1;1;38;38;9;9;1;0;19;Dropout
1;1;1;1;9;10;1;0;24;Dropout
1;1;37;37;9;7;1;0;29;Dropout
1;1;38;3;9;1;1;0;24;Graduate
1;1;19;38;6;6;1;0;19;Graduate
2;1;19;19;9;9;1;0;37;Dropout
1;1;1;1;4;10;1;0;18;Graduate
1;1;1;1;9;8;1;1;20;Enrolled
1;1;39;39;3;3;1;0;18;Dropout
1;1;37;19;9;8;1;0;22;Enrolled
1;1;38;38;4;7;1;1;22;Enrolled
1;1;1;38;9;5;1;0;18;Dropout
1;1;1;1;4;4;1;0;18;Graduate
1;1;37;37;9;9;1;0;19;Graduate
1;1;38;19;5;5;1;0;19;Enrolled
1;1;19;38;9;9;1;0;19;Dropout
1;1;19;19;9;7;1;0;21;Graduate
1;1;3;1;2;4;1;0;19;Enrolled
1;1;3;3;2;2;1;0;18;Graduate
1;1;19;19;4;9;1;0;19;Dropout
1;1;19;1;4;8;1;0;25;Graduate
1;1;37;1;9;8;1;0;22;Graduate
1;1;1;1;4;9;1;0;24;Graduate
1;1;1;3;5;10;1;0;19;Graduate
1;1;3;1;2;3;1;0;18;Enrolled
1;1;38;37;4;6;1;0;20;Dropout
1;1;19;19;9;7;1;1;19;Graduate
1;1;37;37;9;9;1;0;19;Dropout
1;1;3;3;3;3;1;0;19;Graduate
1;1;37;37;9;6;1;0;23;Dropout
2;1;37;38;9;3;1;0;47;Dropout
1;1;1;1;3;9;1;0;19;Graduate
1;1;1;38;4;8;1;0;19;Graduate
1;1;3;3;2;2;1;0;18;Dropout
1;1;1;3;1;1;1;0;28;Dropout
1;1;34;34;0;0;1;0;20;Dropout
1;1;19;19;5;7;1;1;18;Enrolled
1;1;19;19;4;8;1;1;21;Graduate
1;1;38;19;9;4;1;0;19;Enrolled
1;1;38;37;4;5;1;0;24;Dropout
1;1;19;1;191;144;1;0;24;Enrolled
1;1;38;19;9;8;1;0;25;Enrolled
1;1;3;1;3;4;1;0;28;Graduate
2;1;37;37;9;9;1;0;37;Enrolled
1;1;1;38;4;7;1;0;19;Enrolled
1;1;38;37;5;7;1;1;18;Graduate
1;1;37;37;90;90;1;0;48;Dropout
1;1;37;37;9;8;1;0;21;Graduate
1;1;1;1;4;5;1;1;19;Enrolled
1;1;19;1;9;10;1;1;21;Enrolled
1;1;37;12;9;8;1;0;23;Dropout
1;1;1;1;4;10;1;0;18;Graduate
1;1;1;1;4;3;1;0;22;Dropout
1;1;19;37;9;7;1;0;25;Dropout
1;1;5;3;2;2;1;0;27;Dropout
1;1;34;34;0;0;1;0;49;Dropout
1;1;19;37;5;5;1;0;31;Dropout
1;1;37;37;9;6;1;0;54;Dropout
1;1;38;37;5;6;1;0;25;Dropout
1;1;5;3;2;2;1;0;20;Enrolled
1;1;4;4;2;2;1;0;28;Dropout
2;1;37;37;9;6;1;0;41;Graduate
1;1;1;19;4;4;1;1;19;Enrolled
1;1;1;1;4;4;1;0;22;Dropout
1;1;2;1;2;3;1;0;34;Dropout
1;1;38;38;9;9;1;0;28;Dropout
1;1;37;37;9;4;1;0;42;Enrolled
1;1;1;19;3;5;1;0;21;Enrolled
1;1;39;39;9;4;1;0;50;Dropout
1;1;3;1;3;4;1;0;19;Dropout
1;1;3;4;2;4;1;0;18;Dropout
2;1;37;37;1;1;1;0;59;Dropout
2;1;34;34;99;99;1;0;33;Dropout
1;1;37;38;9;10;1;1;23;Graduate
2;1;37;1;5;5;1;0;44;Dropout
2;1;34;34;0;0;1;0;37;Dropout
2;1;37;37;9;9;1;0;36;Dropout
1;1;1;3;4;2;1;0;22;Dropout
2;1;37;37;6;6;1;0;49;Graduate
1;1;1;42;5;3;1;0;23;Graduate
1;1;1;1;4;9;1;0;19;Enrolled
2;1;37;37;5;5;1;0;47;Dropout
1;1;1;2;4;2;1;0;28;Graduate
1;1;1;38;9;6;1;0;21;Enrolled
1;1;38;1;9;9;1;0;21;Dropout
1;1;2;1;1;2;1;0;21;Graduate
1;1;19;38;4;4;1;0;20;Enrolled
2;1;37;37;9;9;1;0;49;Dropout
1;1;19;37;6;8;1;0;40;Graduate
1;1;1;1;3;3;1;1;22;Graduate
1;1;1;37;5;5;1;0;19;Enrolled
1;1;3;38;2;7;1;0;31;Dropout
1;1;5;5;2;2;1;0;30;Dropout
1;1;37;37;5;10;1;0;19;Graduate
1;1;34;34;90;90;1;0;22;Dropout
1;1;19;37;9;9;1;0;19;Graduate
1;1;1;37;4;9;1;0;21;Dropout
1;1;1;38;4;7;1;0;19;Graduate
1;1;1;19;3;3;1;0;22;Dropout
1;1;4;5;2;2;1;0;22;Graduate
1;1;1;1;4;4;1;0;19;Graduate
1;1;1;1;5;10;1;0;26;Dropout
1;1;5;41;3;2;1;0;23;Enrolled
1;1;19;19;7;7;1;0;18;Enrolled
1;1;37;37;9;9;1;1;22;Enrolled
1;1;3;2;2;3;1;0;19;Enrolled
1;1;1;19;4;8;1;0;20;Dropout
1;1;37;37;9;9;1;1;22;Enrolled
1;1;2;38;2;3;1;0;18;Dropout
4;1;3;1;2;9;1;0;39;Dropout
1;1;19;1;90;90;1;0;18;Dropout
1;1;1;38;3;3;1;1;18;Graduate
1;1;19;38;9;9;1;1;19;Graduate
1;1;1;19;9;9;1;0;18;Graduate
1;1;34;19;0;4;1;1;18;Dropout
1;1;37;37;6;6;1;0;22;Graduate
1;1;1;1;3;4;1;0;19;Graduate
1;1;19;37;9;8;1;0;18;Dropout
1;1;1;1;4;3;1;0;31;Dropout
1;1;3;1;3;3;1;0;28;Dropout
1;1;1;1;4;8;1;0;19;Dropout
1;1;1;1;4;8;1;0;20;Graduate
4;1;19;3;9;2;1;0;50;Dropout
1;1;1;2;4;2;1;0;38;Enrolled
2;1;37;37;9;9;1;0;31;Dropout
1;1;1;37;9;9;1;0;27;Enrolled
1;1;1;3;9;2;1;0;21;Graduate
2;1;37;37;9;9;1;0;34;Dropout
1;1;2;37;2;9;1;0;19;Enrolled
2;1;37;37;1;4;1;0;40;Dropout
1;1;38;19;9;2;1;1;18;Graduate
2;1;37;38;5;10;1;1;46;Dropout
1;1;34;34;0;0;1;0;37;Dropout
1;1;19;37;9;7;1;0;31;Dropout
1;1;1;19;4;10;1;0;34;Graduate
1;1;10;10;4;4;1;1;18;Dropout
1;1;38;37;9;9;1;1;18;Graduate
1;1;1;1;3;3;1;1;19;Graduate
1;1;37;19;9;4;1;0;40;Dropout
1;1;1;38;9;9;1;0;25;Dropout
1;1;38;38;5;9;1;0;20;Dropout
1;1;19;19;9;9;1;0;20;Enrolled
1;1;37;37;9;10;1;0;43;Dropout
1;1;37;19;9;4;1;0;18;Enrolled
1;1;2;4;4;1;1;0;35;Graduate
1;1;37;19;9;4;1;0;23;Graduate
1;1;3;3;2;2;1;0;19;Graduate
1;1;1;19;3;8;1;1;21;Graduate
1;1;3;19;4;8;1;0;19;Enrolled
1;1;1;1;4;3;1;0;20;Graduate
1;1;19;19;3;3;1;1;30;Dropout
4;1;37;19;9;9;1;0;44;Graduate
1;1;19;3;4;9;1;0;19;Graduate
1;1;2;1;3;6;1;0;22;Graduate
1;1;3;3;1;2;1;0;18;Graduate
1;1;37;37;9;9;1;1;21;Graduate
1;1;37;19;90;90;1;0;18;Dropout
1;1;3;1;2;3;1;0;18;Graduate
1;1;1;1;4;3;1;0;19;Graduate
1;1;1;38;6;6;1;0;21;Dropout
1;1;3;3;2;2;1;0;31;Graduate
1;1;1;1;2;3;1;0;21;Dropout
1;1;19;19;9;7;1;0;24;Enrolled
1;1;19;6;4;3;1;0;27;Dropout
1;1;19;19;9;9;1;0;20;Graduate
1;1;1;19;4;5;1;0;22;Enrolled
1;1;19;19;9;9;1;1;19;Enrolled
1;1;1;1;4;7;1;0;19;Graduate
1;1;1;1;7;4;1;0;23;Enrolled
1;1;12;12;2;8;1;0;18;Graduate
1;1;3;2;4;6;1;0;29;Enrolled
1;1;1;19;4;5;1;0;29;Dropout
1;1;1;1;4;5;1;0;20;Enrolled
1;1;19;3;9;2;1;1;19;Graduate
1;1;3;39;2;5;1;0;22;Enrolled
1;1;3;1;3;5;1;0;20;Enrolled
1;1;19;19;9;5;1;0;24;Enrolled
1;1;37;37;5;8;1;0;21;Dropout
1;1;37;1;7;3;1;1;25;Graduate
1;1;37;37;9;9;1;0;32;Dropout
1;1;3;4;2;2;1;0;26;Dropout
1;1;2;37;9;7;1;1;18;Graduate
1;1;1;19;4;7;1;1;19;Graduate
1;1;19;38;5;7;1;1;19;Graduate
1;1;1;1;4;4;1;0;27;Dropout
1;1;19;1;9;9;1;0;21;Enrolled
1;1;19;1;4;5;1;0;20;Enrolled
1;1;19;38;4;0;1;0;21;Graduate
1;1;37;3;5;2;1;0;22;Enrolled
1;1;1;38;5;7;1;0;19;Graduate
1;1;38;19;5;5;1;1;18;Dropout
1;1;19;1;5;5;1;0;28;Dropout
2;1;1;37;9;1;1;0;25;Dropout
1;1;37;1;5;4;1;0;25;Dropout
1;1;38;19;9;5;1;0;18;Enrolled
1;1;4;19;4;5;1;0;26;Dropout
1;1;37;37;6;5;1;1;18;Graduate
1;1;19;38;9;7;1;0;22;Enrolled
1;1;1;3;4;5;1;0;25;Dropout
1;1;3;1;4;4;1;0;19;Enrolled
1;1;3;19;2;3;1;0;19;Graduate
1;1;1;1;5;5;1;0;19;Graduate
